taxonKey,kingdom,phylum,class,order,family,genus,species
4127308,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida gibbosa
3086240,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis jalapa
3700190,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Guapira,Guapira costaricana
7566486,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Calea,Calea urticifolia
2946519,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,Clitoria ternatea
7827774,Plantae,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Drimys,Drimys granadensis
9533721,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Parablechnum,Parablechnum falciforme
2873139,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium cucullispathum
5645566,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,Strychnos,Strychnos chlorantha
5340036,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hillia,Hillia panamensis
3788166,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Talisia,Talisia macrophylla
2899308,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea standleyana
2872614,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium monteverdense
5309506,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis immersa
2951478,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,Mucuna urens
2698960,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania glomerata
5341503,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,Nymphoides indica
2760862,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia vaginalis
5309762,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis microchila
2928551,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas
2700524,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Werauhia,Werauhia gladioliflora
3039518,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Krugiodendron,Krugiodendron ferreum
2969714,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa candollei
7391817,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Schwenckia,Schwenckia americana
2918547,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,Spermacoce suaveolens
5355241,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zornia,Zornia latifolia
2922399,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,Psychotria tenuifolia
7441533,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Byttneria,Byttneria catalpifolia
5914287,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,Melia azedarach
10209961,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Iochroma,Iochroma arborescens
3189937,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum,Cardiospermum microcarpum
2709108,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis cymosa
5678350,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pharus,Pharus vittatus
3058253,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,Croton watsonii
2942194,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,Crotalaria sagittalis
7298432,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Adenocalymma,Adenocalymma inundatum
3572668,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias woodsoniana
5319972,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum glumarum
5293425,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Euterpe,Euterpe precatoria
7262377,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Sorocea,Sorocea pubivena
3831811,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Decazyx,Decazyx esparzae
4130116,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida appressa
7289427,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,Strychnos,Strychnos panamensis
3852028,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,Trichilia pittieri
3152085,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,Corchorus hirtus
8404537,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Pombalia,Pombalia hespericliva
5358027,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga umbellifera
5643532,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,Brunellia acostae
2721876,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora andresii
3023741,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus rhamnoides
2873612,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium acutangulum
2818667,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,Dracula erythrochaete
4063688,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Tournefortia,Tournefortia urceolata
2651583,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Lophosoria,Lophosoria quadripinnata
5319934,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum aberrans
7276490,Plantae,Tracheophyta,Polypodiopsida,Marattiales,Marattiaceae,Danaea,Danaea moritziana
3920967,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis guadeloupae
4188266,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia laevifolia
4188532,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia dotana
4130516,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chusquea,Chusquea pohlii
5328895,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria lancifolia
3072900,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha gossypiifolia
5385777,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Critonia,Critonia sexangularis
4171873,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria erecta
3086498,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia alata
2925327,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana hirta
2923184,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,Psychotria sylvivaga
3871070,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pilocosta,Pilocosta nubicola
4197223,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Echeveria,Echeveria australis
2814339,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Phragmipedium,Phragmipedium longifolium
3034058,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea schiedeana
2794075,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,Prosthechea pygmaea
9238381,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Wallisia,Wallisia anceps
2699001,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania scherzeriana
7303780,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Turneraceae,Erblichia,Erblichia odorata
7701037,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale
2920572,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,Psychotria trichotoma
3117227,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gongrostylus,Gongrostylus costaricensis
3763103,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Sorocea,Sorocea affinis
5662350,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,Cordia eriostigma
3115726,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenostephium,Hymenostephium rivularis
5350768,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Rhynchosia,Rhynchosia reticulata
3096771,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Neurolaena,Neurolaena cobanensis
3722237,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Hymenandra,Hymenandra stenophylla
2882425,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea amazonum
2848517,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia thienii
4129635,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Streptochaeta,Streptochaeta spicata
5569865,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus crassivenosa
2705923,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Axonopus,Axonopus scoparius
2906880,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coccocypselum,Coccocypselum hispidulum
2968683,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia melanocardium
2932789,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum fraxinifolium
2968539,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia retusa
3771078,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,Justicia brenesii
5349775,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,Erythrina berteroana
2703640,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pharus,Pharus parvifolius
2699168,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania herrerae
2818848,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,Dracula vespertilio
4011506,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum doanense
7300639,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Phenax,Phenax mexicanus
10803249,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Moquilea,Moquilea belloi
7303933,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Doliocarpus,Doliocarpus dentatus
8016050,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Bacopa,Bacopa salzmannii
2734311,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma undata
8325516,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Tectariaceae,Tectaria,Tectaria nicaraguensis
4170724,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Sphyrospermum,Sphyrospermum standleyi
2802580,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Echinosepala,Echinosepala aspasicensis
8565100,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Biophytum,Biophytum dendroides
2754007,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,Bomarea andreana
3588226,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora nubicola
4095972,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Valeriana candolleana
2703876,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leptochloa,Leptochloa panicoides
7936674,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Hymenasplenium,Hymenasplenium riparium
5318145,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria haberi
4081162,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Amauropelta,Amauropelta concinna
3718252,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,Clethra consimilis
3104745,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,Clibadium grandifolium
2807687,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon prasophyllus
7533692,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,Paullinia ingifolia
7300779,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Myriocarpa,Myriocarpa cordifolia
8298651,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hoffmannia,Hoffmannia formicaria
5309217,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis gelida
10525151,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Odontadenia,Odontadenia semidigyna
2929230,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lanceolatum
7675663,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Mickelia,Mickelia nicotianifolia
2734734,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea robertii
4012561,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum maritzae
3124869,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidaploa,Lepidaploa salzmannii
5338361,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,Manettia flexilis
7839258,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora guatemalensis
2816584,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Brachionidium,Brachionidium haberi
7530397,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia globuliflora
3111434,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,Pentacalia parasitica
2650125,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Cheiroglossa,Cheiroglossa palmata
3152824,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,Liquidambar styraciflua
3983240,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Bunchosia,Bunchosia odorata
4094347,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Mansoa,Mansoa standleyi
5384401,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus
2705621,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum notatum
4050125,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala trichosperma
5590599,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Moussonia,Moussonia deppeana
5549429,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Operculina,Operculina pteripes
3064170,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia graminea
2705373,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,Eragrostis ciliaris
2851187,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes disticha
5600561,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,Blakea austin-smithii
2786404,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis dorotheae
7366222,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Gordonia,Gordonia brenesii
5279988,Plantae,Bryophyta,Bryopsida,Hookeriales,Pilotrichaceae,Cyclodictyon,Cyclodictyon albicans
7323899,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Operculina,Operculina hamiltonii
2962208,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia,Canavalia oxyphylla
2878665,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus seemannii
2786295,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis dentipetala
2767764,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Echeandia,Echeandia leucantha
4181265,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,Ocotea gomezii
2830310,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Macroclinium,Macroclinium ramonense
7651058,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,Phlegmariurus myrsinites
5533007,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Trichomanes,Trichomanes galeottii
2792546,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Polystachya,Polystachya masayensis
10562427,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pecluma,Pecluma dulcis
2873047,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium pentaphyllum
2786377,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis phyllocardia
5309493,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis imraei
5361896,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus trigonata
5312296,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prescottia,Prescottia stachyodes
7561791,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Zexmenia,Zexmenia virgulta
2967126,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,Desmodium purpusii
7266910,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria ovata
2878354,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus sapotifolia
2790724,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platystele,Platystele caudatisepala
7977217,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Trichomanes,Trichomanes lucens
3190647,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Quassia,Quassia amara
2765359,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia zebrina
2688635,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Monocleaceae,Monoclea,Monoclea gottschei
5304583,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dracaena,Dracaena fragrans
4259103,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium barbaense
5309389,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis carpinterae
12177436,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,Monstera monteverdensis
2698364,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea mariae-reginae
2760619,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia wagneriana
5401760,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Ageratum houstonianum
5334654,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cosmibuena,Cosmibuena valerii
2918921,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Elaeagia,Elaeagia auriculata
2891772,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens walleriana
3124662,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidaploa,Lepidaploa arborescens
5314208,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Brassavola,Brassavola acaulis
3586869,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora lancearia
2868182,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,Monstera molinae
2985994,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea macrophylla
3116842,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
2849196,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphosepalum,Scaphosepalum clavellatum
7305224,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia poasana
2789858,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dichaea,Dichaea globosa
5302914,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Goeppertia,Goeppertia zebrina
8992691,Plantae,Bryophyta,Bryopsida,Hypopterygiales,Hypopterygiaceae,Hypopterygium,Hypopterygium tamarisci
2817298,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Restrepia,Restrepia trichoglossa
4186503,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia pittieri
2874209,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora filipes
5313479,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lycaste,Lycaste angelae
2760669,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia psittacorum
7305642,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia palmana
3183534,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium jambos
10721450,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea ramonensis
2850614,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Miltoniopsis,Miltoniopsis warszewiczii
2735117,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Cocos,Cocos nucifera
2869680,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Spathiphyllum,Spathiphyllum wallisii
3859446,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Schwackaea,Schwackaea cupheoides
5384314,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Cyathula,Cyathula prostrata
2757200,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber spectabile
2694501,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia multicaulis
7525676,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila cuneata
2694792,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia guatemalensis
3098932,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,Cosmos caudatus
5330901,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Xanthosoma,Xanthosoma sagittifolium
7418885,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,Justicia betonica
2786391,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis oncoglossa
5288317,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,Pitcairnia maidifolia
5305895,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trevoria,Trevoria glumacea
2846416,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trichocentrum,Trichocentrum caloceras
2882398,Plantae,Tracheophyta,Magnoliopsida,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,Ceratophyllum demersum
2984473,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia obtusifolia
2891750,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis barrelieri
5412436,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,Centropogon costaricae
3055580,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia spathulata
5412817,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,Centropogon gutierrezii
2688613,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Dumortieraceae,Dumortiera,Dumortiera hirsuta
2738434,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Adonidia,Adonidia merrillii
2762752,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,Musa paradisiaca
2760924,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia caribaea
2853913,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Crinum,Crinum jagus
5532455,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Pteridium esculentum
5408996,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia laxiflora
2861062,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,Asplundia stenophylla
7151936,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Bonellia,Bonellia macrocarpa
2852088,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes cribbii
2760798,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia pogonantha
3036685,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,Oreopanax xalapensis
4128591,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chusquea,Chusquea subtessellata
5415461,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,Thunbergia erecta
2700234,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Werauhia,Werauhia latissima
2835394,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Muscarella,Muscarella strumosa
5318233,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria nutantiflora
2756779,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,Costus,Costus pictus
5396557,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tithonia,Tithonia diversifolia
5349620,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,Erythrina fusca
12229530,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis gonzaleziorum
3172569,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Pyrostegia,Pyrostegia venusta
7665873,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania macrocephala
12221936,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea valeriana
